what,kind,bundleId,bundleVersion,description,time
java.vm.vendor,sysinfo,,,"Oracle Corporation",1394811724421
java.vm.version,sysinfo,,,"24.45-b08",1394811724421
started,bundle,org.eclipse.wst.sse.ui,1.1.102.v200910200227,"org.eclipse.wst.sse.ui",1394811724434
started,bundle,org.eclipse.wst.sse.core,1.1.402.v201001251516,"org.eclipse.wst.sse.core",1394811724447
started,bundle,org.eclipse.wst.xml.ui,1.1.2.v201001222130,"org.eclipse.wst.xml.ui",1394811724452
activated,view,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.PackageExplorer",1394811728382
activated,view,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.PackageExplorer",1394811728422
closed,view,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.internal.introview",1394811728446
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1394811731523
error,log,,,"New Project Wizard failed",1394811744924
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1394811763857
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1394811765632
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.import",1394811765823
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1394811765857
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1394811768742
error,log,,,"New Project Wizard failed",1394811794014
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.import",1394811837479
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1394811837519
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1394811841689
error,log,,,"New Project Wizard failed",1394811855136
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.import",1394811857646
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1394811857678
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1394811858728
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1394811948809
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1394811956374
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1394811966901
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1394811969217
error,log,,,"",1394811986057
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.import",1394811986185
error,log,,,"Could not save master table to file '/home/x/Experiment/client/.metadata/.plugins/org.eclipse.core.resources/.safetable/org.eclipse.core.resources'.",1394811986198
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1394811986212
started,bundle,org.eclipse.debug.core,3.5.1.v20091103_r352,"org.eclipse.debug.core",1394811986297
started,bundle,org.eclipse.jdt.launching,3.5.1.v20100108_r352,"org.eclipse.jdt.launching",1394811986357
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1394811986406
opened,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1394811989541
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1394812000515
started,bundle,org.eclipse.compare.core,3.5.0.I20090430-0408,"org.eclipse.compare.core",1394812012058
opened,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1394812012147
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1394812012306
